PostAuthorKey,CommenterKey,InteractionCount,UniquePostsCommented,WithinWindowCount,MedianDeltaMinutes,MinDeltaMinutes,SelfCommentCount
id:purelife,id:5coms,1,1,0,2737.983333333333,2737.983333333333,0
id:purelife,id:Mobaraeram,1,1,0,169.18333333333334,169.18333333333334,0
id:purelife,id:Sejongutd1,1,1,0,1988.85,1988.85,0
id:purelife,id:Vitohong,1,1,0,206.75,206.75,0
id:purelife,id:cafetango,1,1,0,9.3,9.3,0
id:purelife,id:chojja,1,1,0,571.4666666666667,571.4666666666667,0
id:purelife,id:citable,1,1,0,164.81666666666666,164.81666666666666,0
id:purelife,id:diddangel,1,1,0,1397.9833333333333,1397.9833333333333,0
id:purelife,id:dlawls,1,1,0,225.43333333333334,225.43333333333334,0
id:purelife,id:ehsaksk,1,1,0,6.95,6.95,0
id:purelife,id:ggoggoma,1,1,0,40.666666666666664,40.666666666666664,0
id:purelife,id:hodoeel,1,1,0,345.93333333333334,345.93333333333334,0
id:purelife,id:junice98,1,1,0,43.95,43.95,0
id:purelife,id:kawky,1,1,0,203.06666666666666,203.06666666666666,0
id:purelife,id:kinomayu,1,1,0,17.4,17.4,0
id:purelife,id:kjssid,1,1,0,1906.0333333333333,1906.0333333333333,0
id:purelife,id:kkt1216,1,1,0,8.366666666666667,8.366666666666667,0
id:purelife,id:kohs98,1,1,0,7.366666666666666,7.366666666666666,0
id:purelife,id:loadone,1,1,0,165.68333333333334,165.68333333333334,0
id:purelife,id:phantom112,1,1,0,22.95,22.95,0
id:purelife,id:sonhh,1,1,0,155.21666666666667,155.21666666666667,0
id:purelife,id:taz79,1,1,0,5.516666666666667,5.516666666666667,0
id:purelife,id:tjdqhrehd,1,1,0,140.78333333333333,140.78333333333333,0
id:purelife,id:vnweq956,1,1,0,11.966666666666667,11.966666666666667,0
id:purelife,id:whoshot,1,1,0,5.516666666666667,5.516666666666667,0
id:purelife,id:xowhdeo,1,1,0,296.53333333333336,296.53333333333336,0
id:purelife,id:新) 허정무(blue123,1,1,0,9.633333333333333,9.633333333333333,0
id:qhdtlsdl,id:BlackEyes23,1,1,0,13.733333333333333,13.733333333333333,0
id:qhdtlsdl,id:Necovv,1,1,0,6.2,6.2,0
id:qhdtlsdl,id:Volvo,1,1,0,14.3,14.3,0
id:qhdtlsdl,id:bluewind84,1,1,0,103.0,103.0,0
id:qhdtlsdl,id:bohaesoju,1,1,0,303.73333333333335,303.73333333333335,0
id:qhdtlsdl,id:cauking,1,1,0,7.05,7.05,0
id:qhdtlsdl,id:chelsykogi1,1,1,0,2470.4666666666667,2470.4666666666667,0
id:qhdtlsdl,id:claxn7,1,1,0,21.0,21.0,0
id:qhdtlsdl,id:cokabel,1,1,0,124.43333333333334,124.43333333333334,0
id:qhdtlsdl,id:didier11,1,1,0,19.733333333333334,19.733333333333334,0
id:qhdtlsdl,id:dlawls,1,1,0,16.716666666666665,16.716666666666665,0
id:qhdtlsdl,id:edh2och,1,1,0,14.566666666666666,14.566666666666666,0
id:qhdtlsdl,id:epist,1,1,0,9.566666666666666,9.566666666666666,0
id:qhdtlsdl,id:galio81,1,1,0,299.3666666666667,299.3666666666667,0
id:qhdtlsdl,id:godthepixel,1,1,0,249.36666666666667,249.36666666666667,0
id:qhdtlsdl,id:hellomadonna,1,1,0,9.133333333333333,9.133333333333333,0
id:qhdtlsdl,id:hoffenheim,1,1,0,6.833333333333333,6.833333333333333,0
id:qhdtlsdl,id:horsedongh,1,1,0,5.35,5.35,0
id:qhdtlsdl,id:itaibogi,1,1,0,231.55,231.55,0
id:qhdtlsdl,id:jec0412,1,1,0,88.41666666666667,88.41666666666667,0
id:qhdtlsdl,id:kicheon,1,1,0,8.166666666666666,8.166666666666666,0
id:qhdtlsdl,id:kicking,1,1,0,27.416666666666668,27.416666666666668,0
id:qhdtlsdl,id:korea1943,1,1,0,46.8,46.8,0
id:qhdtlsdl,id:modern21,1,1,0,6.066666666666666,6.066666666666666,0
id:qhdtlsdl,id:nicehost1234,1,1,0,18.983333333333334,18.983333333333334,0
id:qhdtlsdl,id:raul7143,1,1,0,8.65,8.65,0
id:qhdtlsdl,id:realysoccer,1,1,0,29.133333333333333,29.133333333333333,0
id:qhdtlsdl,id:rukk7812,1,1,0,7.733333333333333,7.733333333333333,0
id:qhdtlsdl,id:say1673,1,1,0,453.55,453.55,0
id:qhdtlsdl,id:sonhh,1,1,0,59.5,59.5,0
id:qhdtlsdl,id:stabbie81,1,1,0,21.783333333333335,21.783333333333335,0
id:qhdtlsdl,id:tkrldh,1,1,0,8.0,8.0,0
id:qhdtlsdl,id:vectors,1,1,0,936.85,936.85,0
id:qhdtlsdl,id:wenli,1,1,0,123.91666666666667,123.91666666666667,0
id:qhdtlsdl,id:whoshot,1,1,0,6.466666666666667,6.466666666666667,0
id:qhdtlsdl,id:zxcvv,1,1,0,22.066666666666666,22.066666666666666,0
id:qnflsdl,id:03048,1,1,0,2367.15,2367.15,0
id:qnflsdl,id:85yang,1,1,0,6.95,6.95,0
id:qnflsdl,id:BongGu1103,1,1,0,8.116666666666667,8.116666666666667,0
id:qnflsdl,id:Brown,1,1,0,37.46666666666667,37.46666666666667,0
id:qnflsdl,id:MementoMori,1,1,0,26.616666666666667,26.616666666666667,0
id:qnflsdl,id:Ragecom,1,1,0,134.03333333333333,134.03333333333333,0
id:qnflsdl,id:Tenhag,1,1,0,5.933333333333334,5.933333333333334,0
id:qnflsdl,id:againstwin80,1,1,0,87.71666666666667,87.71666666666667,0
id:qnflsdl,id:aoi04,1,1,0,337.55,337.55,0
id:qnflsdl,id:brad1000,1,1,0,29.033333333333335,29.033333333333335,0
id:qnflsdl,id:cafetango,1,1,0,12.6,12.6,0
id:qnflsdl,id:dlawls,1,1,0,99.0,99.0,0
id:qnflsdl,id:donginy,1,1,0,174.6,174.6,0
id:qnflsdl,id:droiyan,1,1,0,411.5,411.5,0
id:qnflsdl,id:ehdtks9286,1,1,0,14.483333333333333,14.483333333333333,0
id:qnflsdl,id:eneseich,1,1,0,1102.5,1102.5,0
id:qnflsdl,id:englfish,1,1,0,6.483333333333333,6.483333333333333,0
id:qnflsdl,id:flareburst,1,1,0,13.966666666666667,13.966666666666667,0
id:qnflsdl,id:flypcs20,1,1,0,1277.7666666666667,1277.7666666666667,0
id:qnflsdl,id:forest,1,1,0,5.883333333333334,5.883333333333334,0
id:qnflsdl,id:gjtroskan,1,1,0,57.95,57.95,0
id:qnflsdl,id:grit,1,1,0,46.0,46.0,0
id:qnflsdl,id:hakona,1,1,0,48.6,48.6,0
id:qnflsdl,id:horsedongh,1,1,0,7.85,7.85,0
id:qnflsdl,id:iskoke,1,1,0,2593.2,2593.2,0
id:qnflsdl,id:jhk56,1,1,0,1719.0333333333333,1719.0333333333333,0
id:qnflsdl,id:kkt1216,1,1,0,11790.816666666668,11790.816666666668,0
id:qnflsdl,id:ldg0382,1,1,0,88.91666666666667,88.91666666666667,0
id:qnflsdl,id:lhw8694,1,1,0,7.033333333333333,7.033333333333333,0
id:qnflsdl,id:liu2004,1,1,0,1046.2666666666667,1046.2666666666667,0
id:qnflsdl,id:maelsy99,1,1,0,17.95,17.95,0
id:qnflsdl,id:mhp3rd,1,1,0,774.3666666666667,774.3666666666667,0
id:qnflsdl,id:millano,1,1,0,118.06666666666666,118.06666666666666,0
id:qnflsdl,id:munik05,1,1,0,26.566666666666666,26.566666666666666,0
id:qnflsdl,id:nayt,1,1,0,1254.8,1254.8,0
id:qnflsdl,id:phantom112,1,1,0,15.283333333333333,15.283333333333333,0
id:qnflsdl,id:planetzoo,1,1,0,2465.2,2465.2,0
id:qnflsdl,id:priport,1,1,0,1633.75,1633.75,0
id:qnflsdl,id:pucrinyesir,1,1,0,2867.483333333333,2867.483333333333,0
id:qnflsdl,id:pullmeunder,1,1,0,1825.6666666666667,1825.6666666666667,0
id:qnflsdl,id:raul7143,1,1,0,26.1,26.1,0
id:qnflsdl,id:realysoccer,1,1,0,11.883333333333333,11.883333333333333,0
id:qnflsdl,id:rngns,1,1,0,88.11666666666666,88.11666666666666,0
id:qnflsdl,id:shanledz,1,1,0,1628.5666666666666,1628.5666666666666,0
id:qnflsdl,id:sidlove,1,1,0,578.3,578.3,0
id:qnflsdl,id:soonzino,1,1,0,146.6,146.6,0
id:qnflsdl,id:stynerkn,1,1,0,10.3,10.3,0
id:qnflsdl,id:talius,1,1,0,14.05,14.05,0
id:qnflsdl,id:tjdqhrehd,1,1,0,2452.866666666667,2452.866666666667,0
id:qnflsdl,id:vlffpqhtm,1,1,0,10.066666666666666,10.066666666666666,0
id:qnflsdl,id:vnweq956,1,1,0,15.083333333333334,15.083333333333334,0
id:qnflsdl,id:y00049,1,1,0,20.166666666666668,20.166666666666668,0
id:radioshot1,id:100m2,1,1,0,6.7,6.7,0
id:radioshot1,id:Clousewitz,1,1,0,11.266666666666667,11.266666666666667,0
id:radioshot1,id:Tenhag,1,1,0,5.333333333333333,5.333333333333333,0
id:radioshot1,id:YoLaTengo,1,1,0,11.616666666666667,11.616666666666667,0
id:radioshot1,id:ar10,1,1,0,6.466666666666667,6.466666666666667,0
id:radioshot1,id:balochanda,1,1,0,424.98333333333335,424.98333333333335,0
id:radioshot1,id:benben,1,1,0,325.5833333333333,325.5833333333333,0
id:radioshot1,id:blue5365,1,1,0,11.983333333333333,11.983333333333333,0
id:radioshot1,id:bluechips83,1,1,0,10.05,10.05,0
id:radioshot1,id:buk123,1,1,0,255.25,255.25,0
id:radioshot1,id:cyjlove1,1,1,0,5.483333333333333,5.483333333333333,0
id:radioshot1,id:dbwjddks2,1,1,0,353.8666666666667,353.8666666666667,0
id:radioshot1,id:ehdtks9286,1,1,0,5.766666666666667,5.766666666666667,0
id:radioshot1,id:gomepj,1,1,0,21.916666666666668,21.916666666666668,0
id:radioshot1,id:hellomadonna,1,1,0,5.616666666666666,5.616666666666666,0
id:radioshot1,id:hexkey,1,1,0,48.78333333333333,48.78333333333333,0
id:radioshot1,id:hhuugg,1,1,0,12.75,12.75,0
id:radioshot1,id:hs10107,1,1,0,72.68333333333334,72.68333333333334,0
id:radioshot1,id:iloveyousun,1,1,0,22.9,22.9,0
id:radioshot1,id:jinnankr,1,1,0,291.4166666666667,291.4166666666667,0
id:radioshot1,id:jun2312,1,1,0,328.93333333333334,328.93333333333334,0
id:radioshot1,id:k970425,1,1,0,31.633333333333333,31.633333333333333,0
id:radioshot1,id:killy,1,1,0,30.05,30.05,0
id:radioshot1,id:kiriman,1,1,0,8.333333333333334,8.333333333333334,0
id:radioshot1,id:leoperiseus,1,1,0,552.3333333333334,552.3333333333334,0
id:radioshot1,id:life13579,1,1,0,23.733333333333334,23.733333333333334,0
id:radioshot1,id:lim0620,1,1,0,315.06666666666666,315.06666666666666,0
id:radioshot1,id:littleboy00,1,1,0,8.45,8.45,0
id:radioshot1,id:loblue208,1,1,0,239.6,239.6,0
id:radioshot1,id:maelsy99,1,1,0,71.11666666666666,71.11666666666666,0
id:radioshot1,id:makijeon,1,1,0,5.066666666666666,5.066666666666666,0
id:radioshot1,id:mcraky,1,1,0,429.68333333333334,429.68333333333334,0
id:radioshot1,id:megacoffee25,1,1,0,24.8,24.8,0
id:radioshot1,id:metalgear,1,1,0,18.15,18.15,0
id:radioshot1,id:moohootae,1,1,0,8.4,8.4,0
id:radioshot1,id:mrnohsr,1,1,0,114.75,114.75,0
id:radioshot1,id:okao,1,1,0,26.083333333333332,26.083333333333332,0
id:radioshot1,id:phantom112,1,1,0,28.116666666666667,28.116666666666667,0
id:radioshot1,id:polo3382,1,1,0,9.55,9.55,0
id:radioshot1,id:rogueone1,1,1,0,12.016666666666667,12.016666666666667,0
id:radioshot1,id:sadyguru,1,1,0,6.6,6.6,0
id:radioshot1,id:skosko700,1,1,0,49.666666666666664,49.666666666666664,0
id:radioshot1,id:sm101v,1,1,0,19.466666666666665,19.466666666666665,0
id:radioshot1,id:sonhh,1,1,0,28.533333333333335,28.533333333333335,0
id:radioshot1,id:summernight,1,1,0,270.26666666666665,270.26666666666665,0
id:radioshot1,id:supremebape,1,1,0,19.683333333333334,19.683333333333334,0
id:radioshot1,id:taebari,1,1,0,15.533333333333333,15.533333333333333,0
id:radioshot1,id:tgibhh111,1,1,0,22.9,22.9,0
id:radioshot1,id:thughu,1,1,0,9.1,9.1,0
id:radioshot1,id:tkzjfkdlsd,1,1,0,10.633333333333333,10.633333333333333,0
id:radioshot1,id:whylee,1,1,0,8.916666666666666,8.916666666666666,0
id:radioshot1,id:xavi08,1,1,0,23.066666666666666,23.066666666666666,0
id:radioshot1,id:xesc,1,1,0,225.88333333333333,225.88333333333333,0
id:radioshot1,id:xowhdeo,1,1,0,253.93333333333334,253.93333333333334,0
id:radioshot1,id:yally1010,1,1,0,23.1,23.1,0
id:radioshot1,id:yellowsoul,1,1,0,11.95,11.95,0
id:radioshot1,id:yjs1g,1,1,0,356.15,356.15,0
id:radioshot1,id:zestgo,1,1,0,11.416666666666666,11.416666666666666,0
id:radioshot1,id:zxcvv,1,1,0,368.4,368.4,0
id:rainshowerkk,id:aduno,1,1,0,14.433333333333334,14.433333333333334,0
id:rainshowerkk,id:cooltiger,1,1,0,23.033333333333335,23.033333333333335,0
id:rainshowerkk,id:dass592,1,1,0,5.316666666666666,5.316666666666666,0
id:rainshowerkk,id:eiskzm,1,1,0,17.283333333333335,17.283333333333335,0
id:rainshowerkk,id:eufc,1,1,0,6.983333333333333,6.983333333333333,0
id:rainshowerkk,id:flypcs20,1,1,0,20.533333333333335,20.533333333333335,0
id:rainshowerkk,id:foreverkmh,1,1,0,6.7,6.7,0
id:rainshowerkk,id:geni0,1,1,0,6.466666666666667,6.466666666666667,0
id:rainshowerkk,id:hanlobby,1,1,0,6.3,6.3,0
id:rainshowerkk,id:kanoutsider,1,1,0,5.3,5.3,0
id:rainshowerkk,id:kicheon,1,1,0,10.083333333333334,10.083333333333334,0
id:rainshowerkk,id:leoperiseus,1,1,0,10.666666666666666,10.666666666666666,0
id:rainshowerkk,id:officehour,1,1,0,23.666666666666668,23.666666666666668,0
id:rainshowerkk,id:psj1905,1,1,0,10.4,10.4,0
id:rainshowerkk,id:summernight,1,1,0,11.633333333333333,11.633333333333333,0
id:rainshowerkk,id:tkrldh,1,1,0,10.783333333333333,10.783333333333333,0
id:rainshowerkk,id:zxcvbnm00765,1,1,0,8.45,8.45,0
id:raistlin1,id:KINGBATI,1,1,0,7.933333333333334,7.933333333333334,0
id:raistlin1,id:Mobaraeram,1,1,0,27.15,27.15,0
id:raistlin1,id:authur,1,1,0,12.866666666666667,12.866666666666667,0
id:raistlin1,id:cauking,1,1,0,24.8,24.8,0
id:raistlin1,id:grit,1,1,0,6.783333333333333,6.783333333333333,0
id:raistlin1,id:gum0510,1,1,0,5.466666666666667,5.466666666666667,0
id:raistlin1,id:kuo13,1,1,0,21.0,21.0,0
id:raistlin1,id:lfcthismeans,1,1,0,7.5,7.5,0
id:raistlin1,id:makijeon,1,1,0,5.616666666666666,5.616666666666666,0
id:raistlin1,id:raikkonen12,1,1,0,25.316666666666666,25.316666666666666,0
id:raistlin1,id:raistlin1,1,1,0,74.9,74.9,1
id:raistlin1,id:raulgonzo,1,1,0,26.766666666666666,26.766666666666666,0
id:raistlin1,id:sounited13,1,1,0,15.0,15.0,0
id:raistlin1,id:spoops,1,1,0,12.95,12.95,0
id:raistlin1,id:summernight,1,1,0,18.916666666666668,18.916666666666668,0
id:raistlin1,id:xxvxx,1,1,0,12.55,12.55,0
id:raistlin1,id:yjs1g,1,1,0,17.033333333333335,17.033333333333335,0
id:rararabbon,id:dleoduq1234,1,1,0,6.383333333333334,6.383333333333334,0
id:rararabbon,id:stynerkn,1,1,0,6.166666666666667,6.166666666666667,0
id:rascol,id:FeelingGood,1,1,0,9.583333333333334,9.583333333333334,0
id:rascol,id:ImDoubleJ,1,1,0,6.216666666666667,6.216666666666667,0
id:rascol,id:bluepillz,1,1,0,49.03333333333333,49.03333333333333,0
id:rascol,id:claxn7,1,1,0,30.866666666666667,30.866666666666667,0
id:rascol,id:cubana,1,1,0,12.016666666666667,12.016666666666667,0
id:rascol,id:dialine,1,1,0,126.16666666666667,126.16666666666667,0
id:rascol,id:figo7428,1,1,0,121.88333333333334,121.88333333333334,0
id:rascol,id:flamans1,1,1,0,17.233333333333334,17.233333333333334,0
id:rascol,id:flowcutter,1,1,0,5.216666666666667,5.216666666666667,0
id:rascol,id:footpodo,1,1,0,23.8,23.8,0
id:rascol,id:hodoeel,1,1,0,10.2,10.2,0
id:rascol,id:icarus4301,1,1,0,92.06666666666666,92.06666666666666,0
id:rascol,id:ifleet,1,1,0,5.516666666666667,5.516666666666667,0
id:rascol,id:kimdel77,1,1,0,9.583333333333334,9.583333333333334,0
id:rascol,id:kopluke,1,1,0,34.833333333333336,34.833333333333336,0
id:rascol,id:lim0620,1,1,0,77.18333333333334,77.18333333333334,0
id:rascol,id:mkfive,1,1,0,18.45,18.45,0
id:rascol,id:striker18,1,1,0,47.55,47.55,0
id:rascol,id:taz79,1,1,0,103.68333333333334,103.68333333333334,0
id:rascol,id:vnweq956,1,1,0,33.65,33.65,0
id:rascol,id:yellowsoul,1,1,0,7.55,7.55,0
id:raulgonzo,id:forest,1,1,0,9.083333333333334,9.083333333333334,0
id:rea1me,id:Mobaraeram,1,1,0,26.616666666666667,26.616666666666667,0
id:rea1me,id:yoon4859,1,1,0,7.75,7.75,0
id:realysoccer,id:deeblue,1,1,0,6.066666666666666,6.066666666666666,0
id:realysoccer,id:okao,1,1,0,10.0,10.0,0
id:realysoccer,id:start4u,1,1,0,41.916666666666664,41.916666666666664,0
id:realysoccer,id:timediver,1,1,0,61.63333333333333,61.63333333333333,0
id:realysoccer,id:yoshiki2,1,1,0,17.916666666666668,17.916666666666668,0
id:redgundam,id:Marshmello,1,1,0,12.633333333333333,12.633333333333333,0
id:redgundam,id:benichio,1,1,0,1038.6,1038.6,0
id:redgundam,id:bundes1,1,1,0,7.166666666666667,7.166666666666667,0
id:redgundam,id:ejrwls91,1,1,0,325.7,325.7,0
id:redgundam,id:grit,1,1,0,10.233333333333333,10.233333333333333,0
id:redgundam,id:rdq2426,1,1,0,335.03333333333336,335.03333333333336,0
id:redgundam,id:ulsan0101,1,1,0,14.283333333333333,14.283333333333333,0
id:regions,id:2egg3things,1,1,0,17.433333333333334,17.433333333333334,0
id:regions,id:HENSON05,1,1,0,47.333333333333336,47.333333333333336,0
id:regions,id:LJM1389,1,1,0,29.0,29.0,0
id:regions,id:bbggkkk,1,1,0,7.016666666666667,7.016666666666667,0
id:regions,id:bluepillz,1,1,0,44.833333333333336,44.833333333333336,0
id:regions,id:bruno00,1,1,0,271.98333333333335,271.98333333333335,0
id:regions,id:claralike123,1,1,0,11.55,11.55,0
id:regions,id:cubana,1,1,0,1037.45,1037.45,0
id:regions,id:darkknight1,1,1,0,282.1166666666667,282.1166666666667,0
id:regions,id:dhdld321,1,1,0,19.766666666666666,19.766666666666666,0
id:regions,id:dlawls,1,1,0,35.516666666666666,35.516666666666666,0
id:regions,id:dleoduq1234,1,1,0,24.2,24.2,0
id:regions,id:dosa0705,1,1,0,12.366666666666667,12.366666666666667,0
id:regions,id:dryskel7,1,1,0,772.3666666666667,772.3666666666667,0
id:regions,id:ehdtks9286,1,1,0,26.333333333333332,26.333333333333332,0
id:regions,id:ehsaksk,1,1,0,259.96666666666664,259.96666666666664,0
id:regions,id:feeder00,1,1,0,374.2,374.2,0
id:regions,id:gildo33,1,1,0,36.56666666666667,36.56666666666667,0
id:regions,id:gum0510,1,1,0,5.433333333333334,5.433333333333334,0
id:regions,id:hanlobby,1,1,0,11.8,11.8,0
id:regions,id:hellomadonna,1,1,0,20.083333333333332,20.083333333333332,0
id:regions,id:hyunookk,1,1,0,22.233333333333334,22.233333333333334,0
id:regions,id:iglaman,1,1,0,515.6666666666666,515.6666666666666,0
id:regions,id:kaizennf,1,1,0,1679.4,1679.4,0
id:regions,id:kaoruchan,1,1,0,5.2,5.2,0
id:regions,id:kiriman,1,1,0,22.266666666666666,22.266666666666666,0
id:regions,id:kp5189jp,1,1,0,39.11666666666667,39.11666666666667,0
id:regions,id:krttdragon,1,1,0,5.533333333333333,5.533333333333333,0
id:regions,id:leoperiseus,1,1,0,8.683333333333334,8.683333333333334,0
id:regions,id:loadone,1,1,0,13.816666666666666,13.816666666666666,0
id:regions,id:nexus,1,1,0,38.38333333333333,38.38333333333333,0
id:regions,id:okao,1,1,0,10.5,10.5,0
id:regions,id:pharamir,1,1,0,455.45,455.45,0
id:regions,id:pjhwinner,1,1,0,6.783333333333333,6.783333333333333,0
id:regions,id:powerwkill1,1,1,0,23.65,23.65,0
id:regions,id:psican1,1,1,0,239.35,239.35,0
id:regions,id:rascol,1,1,0,67.08333333333333,67.08333333333333,0
id:regions,id:redgundam,1,1,0,41.5,41.5,0
id:regions,id:roe2k,1,1,0,90.56666666666666,90.56666666666666,0
id:regions,id:rukk7812,1,1,0,13.966666666666667,13.966666666666667,0
id:regions,id:rwingback,1,1,0,17.966666666666665,17.966666666666665,0
id:regions,id:seongmina,1,1,0,2780.9166666666665,2780.9166666666665,0
id:regions,id:shkj22,1,1,0,7.05,7.05,0
id:regions,id:snap23,1,1,0,5.816666666666666,5.816666666666666,0
id:regions,id:stabbie81,1,1,0,19.266666666666666,19.266666666666666,0
id:regions,id:taz79,1,1,0,1595.7166666666667,1595.7166666666667,0
id:regions,id:ulsan0101,1,1,0,12.1,12.1,0
id:regions,id:xowhdeo,1,1,0,311.18333333333334,311.18333333333334,0
id:regions,id:yeonrang,1,1,0,318.5833333333333,318.5833333333333,0
id:regions,id:zxcvbnm00765,1,1,0,22.966666666666665,22.966666666666665,0
id:regions,id:zxcvv,1,1,0,6.866666666666666,6.866666666666666,0
id:reiun,id:amadirty,1,1,0,9.066666666666666,9.066666666666666,0
id:reiun,id:dress7,1,1,0,12.216666666666667,12.216666666666667,0
id:reiun,id:hoffenheim,1,1,0,44.45,44.45,0
id:renanlodi12,id:hellomadonna,1,1,0,15.816666666666666,15.816666666666666,0
id:renanlodi12,id:hoyaaa,1,1,0,17.266666666666666,17.266666666666666,0
id:renanlodi12,id:jinnankr,1,1,0,37.9,37.9,0
id:renanlodi12,id:placebo,1,1,0,25.816666666666666,25.816666666666666,0
id:renanlodi12,id:rascol,1,1,0,32.85,32.85,0
id:renanlodi12,id:reiun,1,1,0,9.766666666666667,9.766666666666667,0
id:renanlodi12,id:sjsa1108,1,1,0,32.21666666666667,32.21666666666667,0
id:renanlodi12,id:spaceload1,1,1,0,24.75,24.75,0
id:rera,id:bluepillz,1,1,0,6.7,6.7,0
id:rera,id:feeder00,1,1,0,416.23333333333335,416.23333333333335,0
id:rera,id:flareburst,1,1,0,8.9,8.9,0
id:rera,id:iloveyousun,1,1,0,56.15,56.15,0
id:rera,id:itemptu2,1,1,0,51.46666666666667,51.46666666666667,0
id:rera,id:juventus82,1,1,0,13.666666666666666,13.666666666666666,0
id:rera,id:lh1440,1,1,0,10.233333333333333,10.233333333333333,0
id:rera,id:mcraky,1,1,0,7.016666666666667,7.016666666666667,0
id:rera,id:mrnohsr,1,1,0,249.36666666666667,249.36666666666667,0
id:rera,id:rera,1,1,0,13.116666666666667,13.116666666666667,1
id:rera,id:rogueone1,1,1,0,21.466666666666665,21.466666666666665,0
id:rera,id:soccersun,1,1,0,20.033333333333335,20.033333333333335,0
id:rera,id:tkzjfkdlsd,1,1,0,7.033333333333333,7.033333333333333,0
id:rera,id:vivakleague,1,1,0,304.15,304.15,0
id:rhcp11,id:addedtime,1,1,0,18.466666666666665,18.466666666666665,0
id:rhcp11,id:aduno,1,1,0,16.4,16.4,0
id:rhcp11,id:bluepillz,1,1,0,9.6,9.6,0
id:rhcp11,id:bulbol,1,1,0,21.016666666666666,21.016666666666666,0
id:rhcp11,id:cafetango,1,1,0,12.55,12.55,0
id:rhcp11,id:clowleed,1,1,0,11.866666666666667,11.866666666666667,0
id:rhcp11,id:eory24,1,1,0,11.65,11.65,0
id:rhcp11,id:jseric,1,1,0,11.9,11.9,0
id:rhcp11,id:keiban,1,1,0,17.0,17.0,0
id:rhcp11,id:klay5587,1,1,0,6.683333333333334,6.683333333333334,0
id:rhcp11,id:koreafigo,1,1,0,47.25,47.25,0
id:rhcp11,id:luna7742,1,1,0,32.4,32.4,0
id:rhcp11,id:okao,1,1,0,10.95,10.95,0
id:rhcp11,id:placebo,1,1,0,14.416666666666666,14.416666666666666,0
id:rhcp11,id:pms2906,1,1,0,133.5,133.5,0
id:rhcp11,id:raistlin1,1,1,0,11.45,11.45,0
id:rhcp11,id:spoops,1,1,0,8.85,8.85,0
id:rhcp11,id:vnweq956,1,1,0,14.4,14.4,0
id:rhcp11,id:whksrns,1,1,0,5.066666666666666,5.066666666666666,0
id:rhcp11,id:xavier,1,1,0,8.3,8.3,0
id:rhcp11,id:yally1010,1,1,0,6.866666666666666,6.866666666666666,0
id:rhcp11,id:zxcvbnm00765,1,1,0,32.88333333333333,32.88333333333333,0
id:rkarlaos1,id:blue5365,1,1,0,28.95,28.95,0
id:rkarlaos1,id:mirissoul2,1,1,0,5.483333333333333,5.483333333333333,0
id:rkdtks87,id:bluepillz,1,1,0,19.183333333333334,19.183333333333334,0
id:rkdtks87,id:cokabel,1,1,0,20.716666666666665,20.716666666666665,0
id:rkdtks87,id:cooltiger,1,1,0,153.46666666666667,153.46666666666667,0
id:rkdtks87,id:cubana,1,1,0,306.18333333333334,306.18333333333334,0
id:rkdtks87,id:dass592,1,1,0,12.016666666666667,12.016666666666667,0
id:rkdtks87,id:dosa0705,1,1,0,323.0833333333333,323.0833333333333,0
id:rkdtks87,id:kapfazo,1,1,0,152.53333333333333,152.53333333333333,0
id:rkdtks87,id:kinomayu,1,1,0,14.266666666666667,14.266666666666667,0
id:rkdtks87,id:kshfool,1,1,0,42.733333333333334,42.733333333333334,0
id:rkdtks87,id:leyura0802,1,1,0,256.1333333333333,256.1333333333333,0
id:rkdtks87,id:realysoccer,1,1,0,10.3,10.3,0
id:rkdtks87,id:rwingback,1,1,0,22.183333333333334,22.183333333333334,0
id:rkdtks87,id:timediver,1,1,0,121.95,121.95,0
id:rkdtks87,id:yeonrang,1,1,0,356.48333333333335,356.48333333333335,0
id:rltjddyd16,id:cubana,1,1,0,9.266666666666667,9.266666666666667,0
id:rltjddyd16,id:kinomayu,1,1,0,40.21666666666667,40.21666666666667,0
id:rltjddyd16,id:monkjm,1,1,0,10.083333333333334,10.083333333333334,0
id:rnjswd,id:cytokine1234,1,1,0,5.616666666666666,5.616666666666666,0
id:roe2k,id:Mobaraeram,1,1,0,6.45,6.45,0
id:roe2k,id:Tenhag,1,1,0,29.25,29.25,0
id:roe2k,id:amaai,1,1,0,10.0,10.0,0
id:roe2k,id:cafetango,1,1,0,7.016666666666667,7.016666666666667,0
id:roe2k,id:dosa0705,1,1,0,300.4,300.4,0
id:roe2k,id:grit,1,1,0,10.5,10.5,0
id:roe2k,id:hodoeel,1,1,0,21.466666666666665,21.466666666666665,0
id:roe2k,id:hpkim90,1,1,0,10.766666666666667,10.766666666666667,0
id:roe2k,id:ifleet,1,1,0,322.4,322.4,0
id:roe2k,id:jdspitz,1,1,0,20.1,20.1,0
id:roe2k,id:jeffkent,1,1,0,253.06666666666666,253.06666666666666,0
id:roe2k,id:kapfazo,1,1,0,10.316666666666666,10.316666666666666,0
id:roe2k,id:kicking,1,1,0,6.833333333333333,6.833333333333333,0
id:roe2k,id:raistlin1,1,1,0,9.916666666666666,9.916666666666666,0
id:roe2k,id:rukk7812,1,1,0,6.45,6.45,0
id:roe2k,id:sonhh,1,1,0,479.8333333333333,479.8333333333333,0
id:roe2k,id:typoonj2,1,1,0,732.65,732.65,0
